X,Y,ADDRESS,CITY,STATE,ZIP,kWh/h,TARRIFF
-122.3569302,47.73183339,14048 PALATINE AVE N,SEATTLE,WA,98133,0.11,STD
-122.3560183,47.73182167,14045 GREENWOOD AVE N,SEATTLE,WA,98133,0.111,STD
-122.3617315,47.73169794,14037 3RD AVE NW,SEATTLE,WA,98177,0.10400000000000001,STD
-122.3606489,47.73166188,14040 3RD AVE NW,SEATTLE,WA,98177,0.028,STD
-122.3585644,47.73166896,14041 1ST AVE NW,SEATTLE,WA,98177,0.034,STD
-122.359264,47.73166267,14040 2ND AVE NW,SEATTLE,WA,98177,0.028999999999999998,STD
-122.3566708,47.731654,14038 PALATINE AVE N,SEATTLE,WA,98133,0.028,STD
-122.3575239,47.73165263,14041 PALATINE AVE N,SEATTLE,WA,98133,0.028,STD
-122.3598587,47.73163341,14041 2ND AVE NW,SEATTLE,WA,98177,0.018,STD
-122.3559012,47.73165484,14039 GREENWOOD AVE N,SEATTLE,WA,98133,0.02,STD
-122.3579924,47.73162618,14038 1ST AVE NW,SEATTLE,WA,98177,0.033,STD
-122.3605753,47.73150038,14034 3RD AVE NW,SEATTLE,WA,98177,0.028,STD
-122.3598425,47.73151488,14035 2ND AVE NW,SEATTLE,WA,98177,0.029,STD
-122.3585404,47.73153367,14031 1ST AVE NW,SEATTLE,WA,98177,0.028,STD
-122.3645303,47.73132891,14010 NORTHWOOD PL NW,SEATTLE,WA,98177,0.028,STD
-122.3579769,47.73151173,14034 1ST AVE NW,SEATTLE,WA,98177,1.351,STD
-122.3574463,47.73150596,14035 PALATINE AVE N,SEATTLE,WA,98133,0.159,STD
-122.359336,47.73146248,14034 2ND AVE NW,SEATTLE,WA,98177,0.029,STD
-122.3656066,47.73132181,638 NW NORTHWOOD RD,SEATTLE,WA,98177,0.094,STD
-122.3656066,47.73132181,666 NW NORTHWOOD RD,SEATTLE,WA,98177,0.234,STD
-122.3559172,47.73146269,14035 GREENWOOD AVE N,SEATTLE,WA,98133,0.10700000000000001,STD
-122.3567022,47.73150088,14034 PALATINE AVE N,SEATTLE,WA,98133,2.436,STD
-122.361842,47.73128031,14025 3RD AVE NW,SEATTLE,WA,98177,0.213,STD
-122.3572856,47.73132759,14027 PALATINE AVE N,SEATTLE,WA,98133,0.11399999999999999,STD
-122.3585198,47.73136471,14027 1ST AVE NW,SEATTLE,WA,98177,0.21200000000000002,STD
-122.3599657,47.73136736,14029 2ND AVE NW,SEATTLE,WA,98177,0.111,STD
-122.3606025,47.73132956,14028 3RD AVE NW,SEATTLE,WA,98177,0.096,STD
-122.3579551,47.73133337,14028 1ST AVE NW,SEATTLE,WA,98177,0.057999999999999996,STD
-122.3592578,47.73132702,14028 2ND AVE NW,SEATTLE,WA,98177,0.034,STD
-122.3566062,47.73132393,14026 PALATINE AVE N,SEATTLE,WA,98133,0.029,STD
-122.3628417,47.73110344,14020 NORTHWOOD PL NW,SEATTLE,WA,98177,0.034,STD
-122.3628417,47.73110344,14120 NORTHWOOD PL NW,SEATTLE,WA,98177,0.023,STD
-122.3560328,47.73133058,14029 GREENWOOD AVE N,SEATTLE,WA,98133,0.020999999999999998,STD
-122.3606407,47.73116502,14014 3RD AVE NW,SEATTLE,WA,98177,0.022000000000000002,STD
-122.3606407,47.73116502,14020 3RD AVE NW,SEATTLE,WA,98177,0.029,STD
-122.3598711,47.731187,14021 2ND AVE NW,SEATTLE,WA,98177,0.028,STD
-122.3593168,47.73114678,14024 2ND AVE NW,SEATTLE,WA,98177,0.028,STD
-122.357925,47.7311747,14020 1ST AVE NW,SEATTLE,WA,98177,0.028999999999999998,STD
-122.3585525,47.73116357,14021 1ST AVE NW,SEATTLE,WA,98177,0.033,STD
-122.3572937,47.73117327,14023 PALATINE AVE N,SEATTLE,WA,98133,0.78,STD
-122.3566062,47.73116636,14020 PALATINE AVE N,SEATTLE,WA,98133,0.09,STD
-122.355954,47.73116473,14021 GREENWOOD AVE N,SEATTLE,WA,98133,0.18,STD
-122.355954,47.73116473,14023 GREENWOOD AVE N,SEATTLE,WA,98133,0.194,STD
-122.355954,47.73116473,14025 GREENWOOD AVE N,SEATTLE,WA,98133,0.059,STD
-122.3617279,47.73100087,14013 3RD AVE NW,SEATTLE,WA,98177,0.125,STD
-122.3605926,47.73097974,14012 3RD AVE NW,SEATTLE,WA,98177,0.252,STD
-122.3600092,47.73100563,14017 2ND AVE NW,SEATTLE,WA,98177,1.73,STD
-122.3578779,47.73100156,14014 1ST AVE NW,SEATTLE,WA,98177,0.128,STD
-122.3585418,47.73100155,14015 1ST AVE NW,SEATTLE,WA,98177,0.256,STD
-122.3571789,47.73099662,14015 PALATINE AVE N,SEATTLE,WA,98133,0.191,STD
-122.3559577,47.73099946,14013 GREENWOOD AVE N,SEATTLE,WA,98133,0.118,STD
-122.3559577,47.73099946,14015 GREENWOOD AVE N,SEATTLE,WA,98133,0.094,STD
-122.3559577,47.73099946,14017 GREENWOOD AVE N,SEATTLE,WA,98133,0.048,STD
-122.3559577,47.73099946,14013C GREENWOOD AVE N,SEATTLE,WA,98133,0.033,STD
-122.3566111,47.73099538,14014 PALATINE AVE N,SEATTLE,WA,98133,0.025,STD
-122.3606503,47.73084825,14010 3RD AVE NW,SEATTLE,WA,98177,0.022000000000000002,STD
-122.3626924,47.73074153,14000 NORTHWOOD PL NW,SEATTLE,WA,98177,0.034,STD
-122.3593236,47.73081286,14010 2ND AVE NW,SEATTLE,WA,98177,0.033,STD
-122.3640065,47.73067945,14001 NORTHWOOD PL NW,SEATTLE,WA,98177,0.028,STD
-122.3585317,47.73085963,14007 1ST AVE NW,SEATTLE,WA,98177,0.028,STD
-122.3571806,47.73082676,14007 PALATINE AVE N,SEATTLE,WA,98133,0.012,STD
-122.3571806,47.73082676,14009 PALATINE AVE N,SEATTLE,WA,98133,0.031,STD
-122.3578809,47.73083167,14006 1ST AVE NW,SEATTLE,WA,98177,0.19499999999999998,STD
-122.35597,47.73082337,14007 GREENWOOD AVE N,SEATTLE,WA,98133,0.089,STD
-122.35597,47.73082337,14009 GREENWOOD AVE N,SEATTLE,WA,98133,0.5670000000000001,STD
-122.35597,47.73082337,14011 GREENWOOD AVE N,SEATTLE,WA,98133,0.22,STD
-122.3565799,47.73082695,14008 PALATINE AVE N,SEATTLE,WA,98133,0.063,STD
-122.3588439,47.73074827,110 NW 140TH ST,SEATTLE,WA,98177,0.177,STD
-122.360113,47.7307158,210 NW 140TH ST,SEATTLE,WA,98177,0.078,STD
-122.3598955,47.73071408,200 NW 140TH ST,SEATTLE,WA,98177,0.926,STD
-122.3604835,47.73073471,14004 3RD AVE NW,SEATTLE,WA,98177,0.936,STD
-122.3615395,47.73063517,14001 3RD AVE NW,SEATTLE,WA,98177,0.187,STD
-122.3585437,47.73069102,14001 1ST AVE NW,SEATTLE,WA,98177,0.179,STD
-122.3578599,47.73068602,106 N 140TH ST,SEATTLE,WA,98133,0.12,STD
-122.3593483,47.73066573,122 NW 140TH ST,SEATTLE,WA,98177,0.121,STD
-122.357435,47.73069681,116 N 140TH ST,SEATTLE,WA,98133,0.033,STD
-122.3566241,47.73064393,14002 PALATINE AVE N,SEATTLE,WA,98133,0.034,STD
-122.3559335,47.73066553,14001 GREENWOOD AVE N,SEATTLE,WA,98133,0.032,STD
-122.3559335,47.73066553,14003 GREENWOOD AVE N,SEATTLE,WA,98133,0.028,STD
-122.3559335,47.73066553,14005 GREENWOOD AVE N,SEATTLE,WA,98133,0.017,STD
-122.3625145,47.73029455,13900 NORTHWOOD RD NW,SEATTLE,WA,98177,0.022000000000000002,STD
-122.359865,47.7303411,13759 2ND AVE NW,SEATTLE,WA,98177,0.028,STD
-122.3606716,47.73036677,13758 3RD AVE NW,SEATTLE,WA,98177,0.034,STD
-122.3585511,47.73034544,13759 1ST AVE NW,SEATTLE,WA,98177,0.28,STD
-122.3585511,47.73034544,103 NW 140TH ST,SEATTLE,WA,98177,0.181,STD
-122.3615196,47.73027911,13753 3RD AVE NW,SEATTLE,WA,98177,0.066,STD
-122.3592404,47.73034261,13758 2ND AVE NW,SEATTLE,WA,98177,0.127,STD
-122.3634532,47.73019481,13931 NORTHWOOD RD NW,SEATTLE,WA,98177,0.411,STD
-122.3572142,47.7303424,13759 PALATINE AVE N,SEATTLE,WA,98133,0.11499999999999999,STD
-122.3578822,47.73032908,13756 1ST AVE NW,SEATTLE,WA,98177,0.028999999999999998,STD
-122.355865,47.73032869,13825 GREENWOOD AVE N,SEATTLE,WA,98133,0.191,STD
-122.3565856,47.73032402,13758 PALATINE AVE N,SEATTLE,WA,98133,0.111,STD
-122.3603829,47.73025599,13750 3RD AVE NW,SEATTLE,WA,98177,0.113,STD
-122.3587508,47.73024905,13755 1ST AVE NW,SEATTLE,WA,98177,1.9839999000000001,STD
-122.3592939,47.73022207,13752 2ND AVE NW,SEATTLE,WA,98177,0.239,STD
-122.359988,47.7302257,13755 2ND AVE NW,SEATTLE,WA,98177,0.21100000000000002,STD
-122.3571982,47.73019305,13755 PALATINE AVE N,SEATTLE,WA,98133,0.176,STD
-122.3606463,47.73008302,13748 3RD AVE NW,SEATTLE,WA,98177,0.119,STD
-122.3599525,47.73009082,13747 2ND AVE NW,SEATTLE,WA,98177,0.093,STD
-122.3559468,47.73012816,13815 GREENWOOD AVE N,SEATTLE,WA,98133,0.06,STD
-122.3559468,47.73012816,13817 GREENWOOD AVE N,SEATTLE,WA,98133,0.10700000000000001,STD
-122.3559468,47.73012816,13819 GREENWOOD AVE N,SEATTLE,WA,98133,0.032,STD
-122.3576577,47.73008921,13748 1ST AVE NW,SEATTLE,WA,98177,0.033,STD
-122.3592608,47.73006667,13748 2ND AVE NW,SEATTLE,WA,98177,0.029,STD
-122.3585969,47.73009641,13749 1ST AVE NW,SEATTLE,WA,98177,0.035,STD
-122.3572075,47.73005794,13747 PALATINE AVE N,SEATTLE,WA,98133,0.021,STD
-122.3564074,47.73007573,13748 PALATINE AVE N,SEATTLE,WA,98133,0.018,STD
-122.3614896,47.72988493,13741 3RD AVE NW,SEATTLE,WA,98177,0.028,STD
-122.3661981,47.72984506,13739 NORTHWOOD RD NW,SEATTLE,WA,98177,0.029,STD
-122.3625927,47.7298987,13838 NORTHWOOD RD NW,SEATTLE,WA,98177,0.027,STD
-122.3606562,47.72995712,13742 3RD AVE NW,SEATTLE,WA,98177,0.27799999999999997,STD
-122.3592426,47.72996364,13742 2ND AVE NW,SEATTLE,WA,98177,0.859,STD
-122.3599259,47.72995746,13743 2ND AVE NW,SEATTLE,WA,98177,0.795,STD
-122.3585712,47.72994902,13743 1ST AVE NW,SEATTLE,WA,98177,0.128,STD
-122.3578443,47.72995265,13744 1ST AVE NW,SEATTLE,WA,98177,0.16699999999999998,STD
-122.3572685,47.72997166,13745 PALATINE AVE N,SEATTLE,WA,98133,0.257,STD
-122.3563911,47.72993082,13742 PALATINE AVE N,SEATTLE,WA,98133,0.12,STD
-122.355892,47.72989853,13807 GREENWOOD AVE N,SEATTLE,WA,98133,0.8630000000000001,STD
-122.355892,47.72989853,13809 GREENWOOD AVE N,SEATTLE,WA,98133,1.23,STD
-122.355892,47.72989853,13811 GREENWOOD AVE N,SEATTLE,WA,98133,0.176,STD
-122.3605403,47.7298127,13738 3RD AVE NW,SEATTLE,WA,98177,0.175,STD
-122.3599147,47.72982913,13735 2ND AVE NW,SEATTLE,WA,98177,0.109,STD
-122.3592505,47.72979522,13738 2ND AVE NW,SEATTLE,WA,98177,0.253,STD
-122.3585616,47.72980806,13739 1ST AVE NW,SEATTLE,WA,98177,0.125,STD
-122.3635388,47.7296839,13772 NORTHWOOD RD NW,SEATTLE,WA,98177,0.069,STD
-122.3578723,47.72978775,13738 1ST AVE NW,SEATTLE,WA,98177,0.034,STD
-122.3565792,47.72980364,13738 PALATINE AVE N,SEATTLE,WA,98133,0.028,STD
-122.3605861,47.7296588,13732 3RD AVE NW,SEATTLE,WA,98177,0.024,STD
-122.3649572,47.72958626,13761 NORTHWOOD RD NW,SEATTLE,WA,98177,0.019,STD
-122.3598885,47.72965692,13731 2ND AVE NW,SEATTLE,WA,98177,0.028,STD
-122.3615656,47.72959285,13731 3RD AVE NW,SEATTLE,WA,98177,0.033,STD
-122.3559272,47.72971114,13731 GREENWOOD AVE N,SEATTLE,WA,98133,0.029,STD
-122.3559272,47.72971114,13733 GREENWOOD AVE N,SEATTLE,WA,98133,0.028,STD
-122.3559272,47.72971114,13735 GREENWOOD AVE N,SEATTLE,WA,98133,0.013999999999999999,STD
-122.3639083,47.72956367,13762 NORTHWOOD RD NW,SEATTLE,WA,98177,0.024,STD
-122.3585768,47.72968666,13733 1ST AVE NW,SEATTLE,WA,98177,0.519,STD
-122.3572105,47.72966797,13733 PALATINE AVE N,SEATTLE,WA,98133,0.34199999999999997,STD
-122.3579111,47.72967938,13730 1ST AVE NW,SEATTLE,WA,98177,0.048,STD
-122.3566016,47.72966207,13732 PALATINE AVE N,SEATTLE,WA,98133,0.251,STD
-122.3592574,47.7295722,13730 2ND AVE NW,SEATTLE,WA,98177,0.304,STD
-122.3606162,47.72955024,13728 3RD AVE NW,SEATTLE,WA,98177,1.4489999999999998,STD
-122.3585951,47.72954765,13727 1ST AVE NW,SEATTLE,WA,98177,0.9550000000000001,STD
-122.3585951,47.72954765,13729 1ST AVE NW,SEATTLE,WA,98177,0.113,STD
-122.3577002,47.72954298,13726 1ST AVE NW,SEATTLE,WA,98177,0.11,STD
-122.3572424,47.72955157,13727 PALATINE AVE N,SEATTLE,WA,98133,0.21,STD
-122.3566087,47.72951103,13726 PALATINE AVE N,SEATTLE,WA,98133,0.112,STD
-122.3558852,47.7294942,13727 GREENWOOD AVE N,SEATTLE,WA,98133,0.072,STD
-122.3558852,47.7294942,13729 GREENWOOD AVE N,SEATTLE,WA,98133,0.035,STD
-122.3619144,47.72938757,320 NW 137TH ST,SEATTLE,WA,98177,0.069,STD
-122.3606069,47.72939225,13722 3RD AVE NW,SEATTLE,WA,98177,0.028,STD
-122.3599218,47.72942347,13721 2ND AVE NW,SEATTLE,WA,98177,0.028,STD
-122.3592445,47.72937297,13712 2ND AVE NW,SEATTLE,WA,98177,0.027999999999999997,STD
-122.3592445,47.72937297,13718 2ND AVE NW,SEATTLE,WA,98177,0.017,STD
-122.3565797,47.7293919,13722 PALATINE AVE N,SEATTLE,WA,98133,0.027,STD
-122.3585545,47.72936988,13723 1ST AVE NW,SEATTLE,WA,98177,0.028,STD
-122.3559147,47.72932572,13717 GREENWOOD AVE N,SEATTLE,WA,98133,0.029,STD
-122.3559147,47.72932572,13719 GREENWOOD AVE N,SEATTLE,WA,98133,0.028,STD
-122.3559147,47.72932572,13717B GREENWOOD AVE N,SEATTLE,WA,98133,0.028,STD
-122.3559147,47.72932572,13719A GREENWOOD AVE N,SEATTLE,WA,98133,0.747,STD
-122.3559147,47.72932572,13719B GREENWOOD AVE N,SEATTLE,WA,98133,0.112,STD
-122.3605794,47.72926937,13716 3RD AVE NW,SEATTLE,WA,98177,0.045,STD
-122.3599214,47.72927578,13717 2ND AVE NW,SEATTLE,WA,98177,0.268,STD
-122.3623578,47.72922622,326 NW 137TH ST,SEATTLE,WA,98177,0.196,STD
-122.3585511,47.72927153,13717 1ST AVE NW,SEATTLE,WA,98177,0.076,STD
-122.3579262,47.7292686,13718 1ST AVE NW,SEATTLE,WA,98177,0.064,STD
-122.362808,47.72915906,340 NW 137TH ST,SEATTLE,WA,98177,2.374,STD
-122.3572448,47.72923963,13715 PALATINE AVE N,SEATTLE,WA,98133,0.161,STD
-122.3566077,47.72926991,13718 PALATINE AVE N,SEATTLE,WA,98133,0.113,STD
-122.3633434,47.72909772,350 NW 137TH ST,SEATTLE,WA,98177,0.116,STD
-122.3604695,47.72915409,13714 3RD AVE NW,SEATTLE,WA,98177,0.113,STD
-122.3598769,47.72915002,13715 2ND AVE NW,SEATTLE,WA,98177,0.083,STD
-122.3585757,47.72912407,13713 1ST AVE NW,SEATTLE,WA,98177,0.019,STD
-122.3592602,47.72915245,13710 2ND AVE NW,SEATTLE,WA,98177,0.021,STD
-122.3637746,47.72900327,500 NW 137TH ST,SEATTLE,WA,98177,0.028,STD
-122.3658549,47.72900675,13700 NORTHWOOD RD NW,SEATTLE,WA,98177,0.028,STD
-122.3658549,47.72900675,654 NW 137TH ST,SEATTLE,WA,98177,0.028,STD
-122.3578563,47.72910025,13712 1ST AVE NW,SEATTLE,WA,98177,0.028,STD
-122.3565493,47.72914247,13712 PALATINE AVE N,SEATTLE,WA,98133,0.021,STD
-122.3644385,47.72895346,616 NW 137TH ST,SEATTLE,WA,98177,0.023,STD
-122.3648717,47.72890595,624 NW 137TH ST,SEATTLE,WA,98177,0.028,STD
-122.3559583,47.72902129,13707 GREENWOOD AVE N,SEATTLE,WA,98133,0.027999999999999997,STD
-122.357939,47.72897934,13706 1ST AVE NW,SEATTLE,WA,98177,0.029,STD
-122.3566405,47.72893043,13706 PALATINE AVE N,SEATTLE,WA,98133,0.772,STD
-122.3572117,47.72899911,13709 PALATINE AVE N,SEATTLE,WA,98133,0.156,STD
-122.3587962,47.72888047,110 NW 137TH ST,SEATTLE,WA,98177,0.068,STD
-122.359266,47.72890268,13702 2ND AVE NW,SEATTLE,WA,98177,0.059000000000000004,STD
-122.358506,47.72889117,104 NW 137TH ST,SEATTLE,WA,98177,0.236,STD
-122.3606314,47.72886853,13702 3RD AVE NW,SEATTLE,WA,98177,0.062,STD
-122.359928,47.72885878,13703 2ND AVE NW,SEATTLE,WA,98177,0.108,STD
-122.3563946,47.72890694,158 N 137TH ST,SEATTLE,WA,98133,0.031,STD
-122.3563946,47.72890694,158 NW 137TH ST,SEATTLE,WA,98177,0.206,STD
-122.35778,47.72885347,104 N 137TH ST,SEATTLE,WA,98133,0.109,STD
-122.3572362,47.72885289,13703 PALATINE AVE N,SEATTLE,WA,98133,0.19,STD
-122.3559656,47.72887419,13703 GREENWOOD AVE N,SEATTLE,WA,98133,2.267,STD
-122.3559656,47.72887419,13703A GREENWOOD AVE N,SEATTLE,WA,98133,0.091,STD
-122.3606331,47.72862753,13610 3RD AVE NW,SEATTLE,WA,98177,0.034999999999999996,STD
-122.3601919,47.72860548,143 NW 137TH ST,SEATTLE,WA,98177,0.032,STD
-122.3593971,47.72845936,122 NW 136TH ST,SEATTLE,WA,98177,0.029,STD
-122.364171,47.72850237,607 NW 137TH ST,SEATTLE,WA,98177,0.01,STD
-122.3645001,47.72850402,623 NW 137TH ST,SEATTLE,WA,98177,0.028,STD
-122.3635561,47.7284991,361 NW 137TH ST,SEATTLE,WA,98177,0.031,STD
-122.3631513,47.72850793,349 NW 137TH ST,SEATTLE,WA,98177,0.031,STD
-122.3627095,47.72842705,13559 NORTHSHIRE RD NW,SEATTLE,WA,98177,0.028,STD
-122.3621824,47.72851406,13558 NORTHSHIRE RD NW,SEATTLE,WA,98177,0.01,STD
-122.3617999,47.72846471,13559 SHERMAN RD NW,SEATTLE,WA,98177,0.029,STD
-122.3558397,47.72859467,148 N 136TH ST,SEATTLE,WA,98133,0.138,STD
-122.3558397,47.72859467,150 N 136TH ST,SEATTLE,WA,98133,1.2,STD
-122.3558397,47.72859467,152 N 136TH ST,SEATTLE,WA,98133,0.234,STD
